date,cum_diagnoses,new_diagnoses,cum_severe,new_severe,cum_deaths,new_deaths,new_tests,new_tests_fb,CELR_tests
2020-10-14,,,,,,,493936.65514285717,2469683.2757142857,1113989.0
2020-10-15,1191421.5714285714,61525.142857142855,56537.0,5607.285714285715,31902.57142857144,836.4285714285714,498293.05114285724,2491465.255714286,1095375.0
2020-10-16,,,,,,,499444.42585714295,2497222.1292857146,1086221.0
2020-10-17,,,,,,,504967.82914285717,2524839.145714286,1088135.0
2020-10-18,,,,,,,508677.7975714287,2543388.9878571434,1091427.0
2020-10-19,,,,,,,510158.93657142867,2550794.682857143,1101076.0
2020-10-20,,,,,,,512785.7130000001,2563928.5650000004,1131073.0
2020-10-21,,,,,,,515139.3012857142,2575696.506428571,1166501.0
2020-10-22,1266224.7142857143,74803.14285714286,62728.28571428572,6191.285714285715,32780.57142857144,878.0,516215.2521428571,2581076.2607142855,1199803.0
2020-10-23,,,,,,,522633.3137142858,2613166.568571429,1217938.0
2020-10-24,,,,,,,522322.84028571425,2611614.2014285713,1226668.0
2020-10-25,,,,,,,522028.3435714285,2610141.7178571424,1229753.0
2020-10-26,,,,,,,527537.6794285714,2637688.397142857,1240983.0
2020-10-27,,,,,,,534223.041,2671115.2049999996,1250170.0
2020-10-28,,,,,,,536460.6154285715,2682303.077142857,1253366.0
2020-10-29,1365477.2857142857,99252.57142857143,69790.0,7061.714285714285,33799.7142857143,1019.1428571428572,538194.8785714286,2690974.3928571427,1246826.0
2020-10-30,,,,,,,537922.3551428572,2689611.7757142857,1252084.0
2020-10-31,,,,,,,545014.4652857143,2725072.3264285713,1258136.0
2020-11-01,,,,,,,544851.7187142856,2724258.593571428,1273067.0
2020-11-02,,,,,,,548139.9471428572,2740699.735714286,1281615.0
2020-11-03,,,,,,,546232.6932857143,2731163.4664285714,1285388.0
2020-11-04,,,,,,,550363.1524285715,2751815.762142857,1303686.0
2020-11-05,1495044.7142857143,129567.42857142857,78692.71428571429,8902.714285714286,34975.57142857144,1175.857142857143,556804.0641428572,2784020.320714286,1333153.0
2020-11-06,,,,,,,565548.5125714284,2827742.562857142,1358768.0
2020-11-07,,,,,,,566038.821857143,2830194.1092857146,1392013.0
2020-11-08,,,,,,,569470.4682857143,2847352.3414285714,1408210.0
2020-11-09,,,,,,,572580.5768571428,2862902.884285714,1437877.0
2020-11-10,,,,,,,575691.171,2878455.855,1462123.0
2020-11-11,,,,,,,580220.5341428572,2901102.6707142857,1485323.0
2020-11-12,1657831.142857143,162786.42857142858,89430.14285714286,10737.42857142857,36341.85714285716,1366.2857142857142,585912.7795714287,2929563.897857143,1507842.0
2020-11-13,,,,,,,584978.6061428571,2924893.0307142856,1541731.0
2020-11-14,,,,,,,591154.1035714286,2955770.5178571427,1561983.0
2020-11-15,,,,,,,602832.8837142858,3014164.418571429,1588505.0
2020-11-16,,,,,,,606703.3829999999,3033516.9149999996,1625780.0
2020-11-17,,,,,,,619182.2245714286,3095911.122857143,1677019.0
2020-11-18,,,,,,,616899.6947142857,3084498.473571428,1721129.0
2020-11-19,1837089.4285714289,179258.2857142857,101430.0,11999.857142857143,38136.57142857144,1794.7142857142858,617326.8467142858,3086634.233571429,1751698.0
2020-11-20,,,,,,,626527.8642857142,3132639.321428571,1786529.0
2020-11-21,,,,,,,630496.8072857143,3152484.036428571,1823134.0
2020-11-22,,,,,,,632891.6408571429,3164458.2042857143,1855100.0
2020-11-23,,,,,,,636392.5024285713,3181962.5121428566,1882807.0
2020-11-24,,,,,,,639961.0281428574,3199805.1407142864,1894202.0
2020-11-25,,,,,,,654404.1051428572,3272020.5257142857,1912361.0
2020-11-26,2004831.8571428573,167742.42857142858,114063.57142857143,12633.57142857143,39932.7142857143,1796.142857142857,664761.2494285717,3323806.247142858,1832152.0
2020-11-27,,,,,,,665934.3051428571,3329671.5257142857,1739989.0
2020-11-28,,,,,,,667025.4831428571,3335127.4157142853,1667182.0
2020-11-29,,,,,,,668536.5201428571,3342682.6007142854,1628221.0
2020-11-30,,,,,,,669656.742857143,3348283.714285715,1598656.0
2020-12-01,,,,,,,668604.8725714287,3343024.362857143,1579950.0
2020-12-02,,,,,,,667839.432857143,3339197.1642857147,1561440.0
2020-12-03,2217386.142857143,212554.2857142857,127759.0,13695.42857142857,42307.000000000015,2374.285714285714,663992.6794285715,3319963.3971428573,1653148.0
2020-12-04,,,,,,,664342.8565714285,3321714.2828571424,1739614.0
2020-12-05,,,,,,,664700.5058571429,3323502.529285714,1789453.0
2020-12-06,,,,,,,664231.3684285715,3321156.842142857,1809973.0
2020-12-07,,,,,,,663011.4385714286,3315057.192857143,1819800.0
2020-12-08,,,,,,,661424.5157142858,3307122.5785714285,1830619.0
2020-12-09,,,,,,,658635.303857143,3293176.5192857147,1834621.0
2020-12-10,2436554.142857143,219168.0,142451.7142857143,14692.714285714286,44976.57142857144,2669.5714285714284,657409.650857143,3287048.2542857146,1838453.0
2020-12-11,,,,,,,658842.0771428572,3294210.385714286,1829106.0
2020-12-12,,,,,,,664331.2217142858,3321656.108571429,1833097.0
2020-12-13,,,,,,,665362.4245714286,3326812.1228571427,1827273.0
2020-12-14,,,,,,,669043.7631428572,3345218.8157142857,1822101.0
2020-12-15,,,,,,,669236.718857143,3346183.5942857144,1826449.0
2020-12-16,,,,,,,672939.780857143,3364698.9042857145,1819327.0
2020-12-17,2651468.8571428573,214914.7142857143,157586.85714285716,15135.142857142857,47766.285714285725,2789.714285714286,676446.5258571429,3382232.629285714,1801918.0
2020-12-18,,,,,,,679311.0767142856,3396555.383571428,1796888.0
2020-12-19,,,,,,,679927.6251428572,3399638.1257142858,1794845.0
2020-12-20,,,,,,,684970.3645714286,3424851.822857143,1799514.0
2020-12-21,,,,,,,687428.1008571428,3437140.504285714,1802328.0
2020-12-22,,,,,,,691719.4632857144,3458597.3164285715,1808506.0
2020-12-23,,,,,,,695614.2882857143,3478071.4414285715,1837888.0
2020-12-24,2837503.5714285714,186034.7142857143,172665.85714285716,15079.0,50201.7142857143,2435.4285714285716,700070.283,3500351.415,1814495.0
2020-12-25,,,,,,,702932.7878571429,3514663.939285714,1680395.0
2020-12-26,,,,,,,696804.1787142857,3484020.8935714285,1578951.0
2020-12-27,,,,,,,692684.1287142858,3463420.643571429,1531362.0
2020-12-28,,,,,,,688005.7658571429,3440028.8292857143,1500736.0
2020-12-29,,,,,,,682292.4287142858,3411462.143571429,1485837.0
2020-12-30,,,,,,,677643.8554285715,3388219.277142857,1472619.0
2020-12-31,3066492.1428571427,228988.57142857145,188785.42857142855,16119.57142857143,52969.85714285715,2768.1428571428573,672185.8110000001,3360929.055,1477717.0
2021-01-01,,,,,,,665398.0975714286,3326990.487857143,1502645.0
2021-01-02,,,,,,,663000.7277142858,3315003.638571429,1520621.0
2021-01-03,,,,,,,656782.5471428572,3283912.735714286,1534786.0
2021-01-04,,,,,,,654732.6012857144,3273663.006428572,1549764.0
2021-01-05,,,,,,,656201.997,3281009.985,1561362.0
2021-01-06,,,,,,,655901.8714285715,3279509.3571428573,1583201.0
2021-01-07,3311409.2857142854,244917.14285714287,204656.42857142855,15871.0,56310.85714285715,3341.0,656479.8994285716,3282399.497142858,1631422.0
2021-01-08,,,,,,,660563.6070000001,3302818.035,1758614.0
2021-01-09,,,,,,,668283.2168571429,3341416.084285714,1843937.0
2021-01-10,,,,,,,676306.6152857145,3381533.076428572,1860638.0
2021-01-11,,,,,,,682315.2741428572,3411576.3707142854,1878652.0
2021-01-12,,,,,,,687268.0650000001,3436340.325,1888697.0
2021-01-13,,,,,,,689132.6922857142,3445663.461428571,1857383.0
2021-01-14,3508808.428571428,197399.14285714287,219218.2857142857,14561.857142857143,59392.85714285715,3082.0,686636.4921428572,3433182.4607142857,1833155.0
2021-01-15,,,,,,,686690.5791428573,3433452.8957142862,1819482.0
2021-01-16,,,,,,,686156.1347142858,3430780.6735714287,1802465.0
2021-01-17,,,,,,,685313.3854285716,3426566.9271428576,1790002.0
2021-01-18,,,,,,,685355.6159999999,3426778.0799999996,1755424.0
2021-01-19,,,,,,,683960.343,3419801.715,1723900.0
2021-01-20,,,,,,,681216.0205714286,3406080.1028571427,1727515.0
2021-01-21,3672066.1428571423,163257.7142857143,231679.0,12460.714285714286,62610.7142857143,3217.8571428571427,682381.7408571428,3411908.704285714,1724592.0
2021-01-22,,,,,,,679453.8724285715,3397269.362142857,1708791.0
2021-01-23,,,,,,,673807.9637142858,3369039.818571429,1702534.0
2021-01-24,,,,,,,673136.9181428573,3365684.590714286,1692634.0
2021-01-25,,,,,,,667302.2305714287,3336511.152857143,1685189.0
2021-01-26,,,,,,,660684.2597142858,3303421.2985714287,1681986.0
2021-01-27,,,,,,,654586.6941428572,3272933.470714286,1672158.0
2021-01-28,3808765.285714285,136699.14285714287,242089.42857142855,10410.42857142857,65646.00000000001,3035.285714285714,650417.7428571428,3252088.714285714,1650864.0
2021-01-29,,,,,,,646397.004,3231985.0199999996,1639038.0
2021-01-30,,,,,,,645316.7820000001,3226583.91,1623799.0
2021-01-31,,,,,,,638623.7078571429,3193118.5392857143,1616208.0
2021-02-01,,,,,,,636457.6774285715,3182288.387142857,1587020.0
2021-02-02,,,,,,,633851.064,3169255.32,1564995.0
2021-02-03,,,,,,,629923.9555714286,3149619.777857143,1536916.0
2021-02-04,3912896.428571428,104131.14285714286,251110.7142857143,9021.285714285714,68384.42857142858,2738.4285714285716,621399.3531428571,3106996.7657142854,1539568.0
2021-02-05,,,,,,,615580.5904285716,3077902.9521428575,1537004.0
2021-02-06,,,,,,,610042.5257142858,3050212.628571429,1521281.0
2021-02-07,,,,,,,606110.7925714286,3030553.9628571426,1503652.0
2021-02-08,,,,,,,599876.8285714284,2999384.1428571423,1504915.0
2021-02-09,,,,,,,591668.0974285713,2958340.4871428567,1513815.0
2021-02-10,,,,,,,585525.633,2927628.165,1480985.0
2021-02-11,3990016.428571428,77120.0,258246.42857142855,7135.714285714285,70436.00000000001,2051.5714285714284,584500.5445714286,2922502.722857143,1407255.0
2021-02-12,,,,,,,580379.25,2901896.25,1347438.0
2021-02-13,,,,,,,572756.0284285714,2863780.142142857,1314086.0
2021-02-14,,,,,,,565061.5315714285,2825307.6578571424,1290211.0
2021-02-15,,,,,,,559966.6757142857,2799833.3785714284,1255394.0
2021-02-16,,,,,,,556369.2561428571,2781846.2807142856,1191730.0
2021-02-17,,,,,,,554009.1244285716,2770045.6221428574,1166921.0
2021-02-18,4058063.285714285,68046.85714285714,264681.14285714284,6434.714285714285,72417.28571428572,1981.2857142857144,546091.8917142856,2730459.458571428,1166432.0
2021-02-19,,,,,,,536881.9264285715,2684409.632142857,1157700.0
2021-02-20,,,,,,,534465.4495714286,2672327.2478571427,1151410.0
2021-02-21,,,,,,,528581.4600000001,2642907.3000000003,1154092.0
2021-02-22,,,,,,,521421.93085714284,2607109.654285714,1188562.0
2021-02-23,,,,,,,515218.95857142867,2576094.792857143,1244893.0
2021-02-24,,,,,,,508299.5138571428,2541497.569285714,1276514.0
2021-02-25,4121584.999999999,63521.71428571428,270088.4285714286,5407.285714285715,74367.00000000001,1949.7142857142856,507772.4708571429,2538862.354285714,1304888.0
2021-02-26,,,,,,,505198.5651428572,2525992.825714286,1322805.0
2021-02-27,,,,,,,496475.1094285715,2482375.547142857,1325070.0
2021-02-28,,,,,,,492430.20985714294,2462151.0492857145,1318490.0
2021-03-01,,,,,,,489666.54,2448332.6999999997,1312022.0
2021-03-02,,,,,,,487681.15157142864,2438405.757857143,1307547.0
2021-03-03,,,,,,,483706.7871428572,2418533.935714286,1314378.0
2021-03-04,4177678.285714285,56093.28571428572,274974.14285714284,4885.714285714285,75769.7142857143,1402.7142857142858,477763.8030000001,2388819.015,1306319.0
2021-03-05,,,,,,,474985.0521428571,2374925.2607142855,1299559.0
2021-03-06,,,,,,,474226.7262857142,2371133.631428571,1298399.0
2021-03-07,,,,,,,474453.93128571426,2372269.6564285713,1294617.0
2021-03-08,,,,,,,472636.3007142858,2363181.503571429,1292168.0
2021-03-09,,,,,,,471305.11371428566,2356525.5685714283,1281820.0
2021-03-10,,,,,,,471232.82485714287,2356164.1242857142,1263924.0
2021-03-11,4232390.142857142,54711.857142857145,279616.71428571426,4642.571428571428,76841.85714285716,1072.142857142857,470640.0081428571,2353200.0407142853,1256463.0
2021-03-12,,,,,,,467239.82957142865,2336199.147857143,1251632.0
2021-03-13,,,,,,,467650.1185714285,2338250.5928571424,1245693.0
2021-03-14,,,,,,,462975.24428571435,2314876.2214285717,1241227.0
2021-03-15,,,,,,,464515.5522857143,2322577.7614285713,1237241.0
2021-03-16,,,,,,,461398.5325714286,2306992.6628571427,1231285.0
2021-03-17,,,,,,,461677.755,2308388.775,1231893.0
2021-03-18,4289808.999999999,57418.857142857145,284361.5714285714,4744.857142857143,77884.00000000001,1042.142857142857,460214.0447142858,2301070.223571429,1227985.0
2021-03-19,,,,,,,460107.94500000007,2300539.725,1220330.0
2021-03-20,,,,,,,458627.5037142856,2293137.518571428,1215221.0
2021-03-21,,,,,,,459560.55514285725,2297802.775714286,1220121.0
2021-03-22,,,,,,,456911.08885714295,2284555.4442857145,1223567.0
2021-03-23,,,,,,,454048.8102857143,2270244.0514285713,1228007.0
2021-03-24,,,,,,,451439.6464285715,2257198.2321428573,1233683.0
2021-03-25,4353669.142857142,63860.142857142855,289398.5714285714,5037.0,78787.42857142858,903.4285714285714,449169.72728571435,2245848.636428572,1229735.0
2021-03-26,,,,,,,447026.877,2235134.385,1234137.0
2021-03-27,,,,,,,443829.9218571428,2219149.609285714,1235301.0
2021-03-28,,,,,,,440595.8747142857,2202979.3735714285,1236613.0
2021-03-29,,,,,,,439015.60371428565,2195078.018571428,1241400.0
2021-03-30,,,,,,,438820.43228571425,2194102.161428571,1241619.0
2021-03-31,,,,,,,436086.1654285715,2180430.8271428575,1230346.0
2021-04-01,4418996.857142856,65327.71428571428,294710.2857142857,5311.714285714285,79803.42857142858,1016.0,436316.9108571428,2181584.554285714,1228809.0
2021-04-02,,,,,,,437029.395,2185146.975,1223944.0
2021-04-03,,,,,,,438406.06542857154,2192030.3271428575,1219747.0
2021-04-04,,,,,,,440004.1941428572,2200020.970714286,1211098.0
2021-04-05,,,,,,,438655.37571428576,2193276.878571429,1202277.0
2021-04-06,,,,,,,439218.85542857146,2196094.277142857,1204757.0
2021-04-07,,,,,,,437687.82985714293,2188439.1492857146,1216024.0
2021-04-08,4489962.999999999,70966.14285714286,300254.5714285714,5544.285714285715,80557.57142857143,754.1428571428571,436609.0268571428,2183045.134285714,1228110.0
2021-04-09,,,,,,,434260.0444285714,2171300.222142857,1243218.0
2021-04-10,,,,,,,430736.65328571433,2153683.2664285717,1249292.0
2021-04-11,,,,,,,428663.9374285714,2143319.687142857,1261205.0
2021-04-12,,,,,,,428908.79271428566,2144543.9635714283,1276980.0
2021-04-13,,,,,,,425537.2534285714,2127686.267142857,1286428.0
2021-04-14,,,,,,,427214.8508571428,2136074.254285714,1289748.0
2021-04-15,4553717.142857142,63754.142857142855,305865.5714285714,5611.0,81279.14285714287,721.5714285714286,425365.9457142857,2126829.7285714285,1284869.0
2021-04-16,,,,,,,425581.96842857136,2127909.8421428567,1286387.0
2021-04-17,,,,,,,423855.14442857145,2119275.722142857,1286572.0
2021-04-18,,,,,,,422170.056,2110850.28,1281730.0
2021-04-19,,,,,,,420805.0722857143,2104025.3614285714,1275900.0
2021-04-20,,,,,,,422269.8857142858,2111349.4285714286,1269063.0
2021-04-21,,,,,,,422046.24000000005,2110231.2,1264807.0
2021-04-22,4606652.2857142845,52935.142857142855,310833.71428571426,4968.142857142857,81997.00000000001,717.8571428571429,421512.31885714293,2107561.5942857144,1265911.0
2021-04-23,,,,,,,419901.2871428572,2099506.435714286,1258638.0
2021-04-24,,,,,,,421135.7747142858,2105678.873571429,1256011.0
2021-04-25,,,,,,,422094.3634285714,2110471.817142857,1252715.0
2021-04-26,,,,,,,418860.6651428571,2094303.3257142855,1249611.0
2021-04-27,,,,,,,417396.88414285716,2086984.4207142857,1250185.0
2021-04-28,,,,,,,414449.1308571429,2072245.6542857145,1239598.0
2021-04-29,4653440.142857142,46787.857142857145,315295.2857142857,4461.571428571428,82721.28571428572,724.2857142857143,410294.8598571429,2051474.2992857145,1228745.0
2021-04-30,,,,,,,409464.9287142857,2047324.6435714285,1215008.0
