Date Time,rolling_avg_avg_1_days,rolling_med_avg_1_days,rolling_avg_med_1_days,rolling_med_med_1_days,rolling_avg_avg_2_days,rolling_med_avg_2_days,rolling_avg_med_2_days,rolling_med_med_2_days,rolling_avg_avg_3_days,rolling_med_avg_3_days,rolling_avg_med_3_days,rolling_med_med_3_days,rolling_avg_avg_5_days,rolling_med_avg_5_days,rolling_avg_med_5_days,rolling_med_med_5_days,rolling_avg_avg_7_days,rolling_med_avg_7_days,rolling_avg_med_7_days,rolling_med_med_7_days,rolling_avg_avg_10_days,rolling_med_avg_10_days,rolling_avg_med_10_days,rolling_med_med_10_days,rolling_avg_avg_14_days,rolling_med_avg_14_days,rolling_avg_med_14_days,rolling_med_med_14_days,rolling_avg_avg_21_days,rolling_med_avg_21_days,rolling_avg_med_21_days,rolling_med_med_21_days,rolling_avg_avg_30_days,rolling_med_avg_30_days,rolling_avg_med_30_days,rolling_med_med_30_days
8/2/21,191.36458333333334,191.36458333333334,120.0,120.0,213.93854166666665,213.93854166666665,90.0,90.0,186.6063707729468,191.36458333333334,100.0,120.0,167.86756650733517,143.84615384615384,84.0,60.0,158.425730833539,143.84615384615384,77.14285714285714,60.0,154.42730451277023,144.22231934731934,78.0,60.0,143.79916063582283,136.83628318584073,72.85714285714286,60.0,143.24196345838968,135.67256637168143,65.71428571428571,60.0,139.12735344983722,133.80729767859435,58.5,60.0
8/3/21,264.3724489795918,264.3724489795918,180.0,180.0,227.86851615646256,227.8685161564626,150.0,150.0,230.74984410430832,236.5125,120.0,120.0,193.60754302891723,191.36458333333334,108.0,120.0,180.42744281401224,159.28181818181818,94.28571428571429,60.0,166.40470092588095,148.27029914529913,84.0,60.0,154.99383136125587,140.9230769230769,81.42857142857143,60.0,147.11820252544507,135.67256637168143,71.42857142857143,60.0,144.97490355095871,136.83628318584073,63.5,60.0
8/4/21,243.45736434108528,243.45736434108528,120.0,120.0,253.91490666033854,253.91490666033854,150.0,150.0,233.06479888467007,243.45736434108528,140.0,120.0,213.5297851279035,236.5125,120.0,120.0,192.4525208367647,191.36458333333334,102.85714285714286,120.0,176.95043735998948,155.9881313131313,90.0,60.0,163.75244776462782,144.22231934731934,85.71428571428571,60.0,149.92569606549674,135.67256637168143,74.28571428571429,60.0,147.72348236232827,136.83628318584073,65.5,60.0
8/5/21,212.65923566878982,212.65923566878982,180.0,180.0,228.05830000493756,228.05830000493756,150.0,150.0,240.16301632982223,243.45736434108528,160.0,180.0,229.67322646456006,236.5125,132.0,120.0,203.45061645063734,212.65923566878982,120.0,120.0,182.946916482424,175.32320075757576,102.0,90.0,171.04894078858905,148.64646464646466,94.28571428571429,60.0,154.6692417583247,138.0,80.0,60.0,148.36596970513406,136.83628318584073,71.0,60.0
8/6/21,218.4946996466431,218.4946996466431,120.0,120.0,215.57696765771647,215.57696765771647,150.0,150.0,224.87043321883934,218.4946996466431,140.0,120.0,226.06966639388867,218.4946996466431,144.0,120.0,214.11469442213578,218.4946996466431,128.57142857142858,120.0,193.76033993546042,202.01190950106158,108.0,120.0,177.37548526884373,155.9881313131313,98.57142857142857,90.0,160.14294769387914,143.84615384615384,82.85714285714286,60.0,153.7491263600222,140.9230769230769,74.0,60.0
8/7/21,187.60824742268042,187.60824742268042,120.0,120.0,203.05147353466177,203.05147353466177,120.0,120.0,206.2540609127044,212.65923566878982,140.0,120.0,225.3183992117581,218.4946996466431,144.0,120.0,222.06701134173198,218.4946996466431,128.57142857142858,120.0,196.59298285954662,202.01190950106158,114.0,120.0,180.44761116700056,173.4450328022493,98.57142857142857,90.0,160.6689356663877,143.84615384615384,85.71428571428571,60.0,154.71311712110602,140.9230769230769,77.0,60.0
8/8/21,205.29482071713147,205.29482071713147,120.0,120.0,196.45153406990596,196.45153406990596,120.0,120.0,203.79925592881827,205.29482071713147,120.0,120.0,213.50287355926602,212.65923566878982,132.0,120.0,217.60734287275073,212.65923566878982,137.14285714285714,120.0,203.55520829409164,208.97702819296063,120.0,120.0,185.2543840753671,189.48641537800688,102.85714285714286,120.0,165.09717061518194,144.59848484848484,90.0,60.0,157.55812966352897,144.22231934731934,79.0,60.0
8/9/21,191.39748953974896,191.39748953974896,120.0,120.0,198.34615512844022,198.34615512844022,120.0,120.0,194.76685255985356,191.39748953974896,120.0,120.0,203.09089859899876,205.29482071713147,132.0,120.0,217.61204375938155,212.65923566878982,137.14285714285714,120.0,208.31034186345113,208.97702819296063,126.0,120.0,188.01888729646026,191.38103643654114,107.14285714285714,120.0,168.4034550103424,152.69444444444446,94.28571428571429,60.0,159.77080460221023,147.1529009608278,81.0,60.0
8/10/21,174.65436241610738,174.65436241610738,120.0,120.0,183.02592597792818,183.02592597792818,120.0,120.0,190.4488908909959,191.39748953974896,120.0,120.0,195.48992394846226,191.39748953974896,120.0,120.0,204.79517425031233,205.29482071713147,128.57142857142858,120.0,212.58157520651116,208.97702819296063,126.0,120.0,192.61130853216233,191.38103643654114,111.42857142857143,120.0,171.59427899094135,159.28181818181818,97.14285714285714,120.0,160.60237278030812,148.64646464646466,83.0,60.0
8/11/21,240.2171052631579,240.2171052631579,180.0,180.0,207.43573383963263,207.43573383963263,150.0,150.0,202.08965240633802,191.39748953974896,140.0,120.0,199.83440507176522,191.39748953974896,132.0,120.0,204.3322800963227,205.29482071713147,137.14285714285714,120.0,212.95203573282691,208.97702819296063,138.0,120.0,198.3924004665437,198.34615512844022,120.0,120.0,177.27905854185946,174.65436241610738,102.85714285714286,120.0,164.87456688737066,155.9881313131313,88.0,60.0
8/12/21,195.59036144578315,195.59036144578315,120.0,120.0,217.90373335447052,217.90373335447052,150.0,150.0,203.4872763750161,195.59036144578315,140.0,120.0,201.43082787638576,195.59036144578315,132.0,120.0,201.89386949303602,195.59036144578315,128.57142857142858,120.0,213.3746135440719,208.97702819296063,138.0,120.0,202.6722429718367,200.4425910814573,124.28571428571429,120.0,181.33058369007136,187.60824742268042,105.71428571428571,120.0,165.29519798318245,155.9881313131313,90.0,60.0
8/13/21,201.82704402515722,201.82704402515722,180.0,180.0,198.70870273547018,198.70870273547018,150.0,150.0,212.54483691136602,201.82704402515722,160.0,180.0,200.73727253799092,195.59036144578315,144.0,120.0,199.51277583282376,195.59036144578315,137.14285714285714,120.0,207.12007304862846,203.56093237114436,138.0,120.0,206.8137351274798,203.56093237114436,132.85714285714286,120.0,184.75458212350375,191.36458333333334,111.42857142857143,120.0,165.87276611735436,155.9881313131313,94.0,60.0
8/14/21,217.7536231884058,217.7536231884058,180.0,180.0,209.79033360678153,209.79033360678153,180.0,180.0,205.05700955311534,201.82704402515722,160.0,180.0,206.0084992677223,201.82704402515722,156.0,180.0,203.81925808507026,201.82704402515722,145.71428571428572,120.0,204.5496989333605,203.56093237114436,144.0,120.0,212.94313471340112,208.97702819296063,137.14285714285714,120.0,188.23816013969048,191.39748953974896,114.28571428571429,120.0,169.36306101965448,166.96809029896278,98.0,90.0
8/15/21,220.67625899280574,220.67625899280574,120.0,120.0,219.21494109060578,219.21494109060578,150.0,150.0,213.41897540212287,217.7536231884058,160.0,180.0,215.21287858306195,217.7536231884058,156.0,180.0,206.0166064101666,201.82704402515722,145.71428571428572,120.0,205.35140126576212,203.56093237114436,138.0,120.0,211.81197464145868,208.97702819296063,141.42857142857142,120.0,192.1751248536336,195.59036144578315,117.14285714285714,120.0,173.26737381941467,175.60843120805367,100.0,120.0
8/16/21,177.34418604651162,177.34418604651162,120.0,120.0,199.01022251965867,199.01022251965867,120.0,120.0,205.25802274257435,217.7536231884058,140.0,120.0,202.63829473973271,201.82704402515722,144.0,120.0,204.00899162541836,201.82704402515722,145.71428571428572,120.0,201.23634990574897,198.70870273547018,138.0,120.0,210.81051769239997,208.97702819296063,141.42857142857142,120.0,193.34892207277966,195.59036144578315,120.0,120.0,173.29343002096505,175.9992742313095,102.0,120.0
8/17/21,206.8548387096774,206.8548387096774,120.0,120.0,192.09951237809452,192.09951237809452,120.0,120.0,201.62509458299817,206.8548387096774,120.0,120.0,204.89119019251157,206.8548387096774,144.0,120.0,208.60905966735695,206.8548387096774,145.71428571428572,120.0,203.16100903444868,203.56093237114436,138.0,120.0,206.70211695883467,206.07482971340443,137.14285714285714,120.0,197.94389224389388,201.82704402515722,122.85714285714286,120.0,176.44519508487252,182.47621673459602,105.0,120.0
8/18/21,211.14469453376205,211.14469453376205,180.0,180.0,208.99976662171974,208.99976662171974,150.0,150.0,198.44790642998362,206.8548387096774,140.0,120.0,206.75472029423253,211.14469453376205,144.0,120.0,204.45585813458612,206.8548387096774,145.71428571428572,120.0,203.74599641611172,204.34094136741732,144.0,120.0,204.39406911545444,206.07482971340443,141.42857142857142,120.0,200.41355302255786,205.29482071713147,128.57142857142858,120.0,179.41783432795194,189.48641537800688,110.0,120.0
8/19/21,209.5593220338983,209.5593220338983,120.0,120.0,210.35200828383017,210.35200828383017,150.0,150.0,209.18628509244584,209.5593220338983,140.0,120.0,205.115860063331,209.5593220338983,132.0,120.0,206.45142393288828,209.5593220338983,145.71428571428572,120.0,205.56217966552668,208.20708037178787,144.0,120.0,204.17264671296218,206.07482971340443,137.14285714285714,120.0,203.93196995885387,206.8548387096774,131.42857142857142,120.0,182.81490976829758,191.38103643654114,112.0,120.0
8/20/21,223.70440251572327,223.70440251572327,180.0,180.0,216.63186227481077,216.63186227481077,150.0,150.0,214.80280636112784,211.14469453376205,160.0,180.0,205.72148876791454,209.5593220338983,144.0,120.0,209.57676086011202,211.14469453376205,145.71428571428572,120.0,210.46718367548823,210.35200828383017,150.0,150.0,204.54476834646792,206.07482971340443,141.42857142857142,120.0,207.7347437050239,209.5593220338983,137.14285714285714,120.0,186.24383202902578,193.49392549276604,116.0,120.0
8/21/21,244.62116991643455,244.62116991643455,180.0,180.0,234.16278621607893,234.16278621607893,180.0,180.0,225.9616314886853,223.70440251572327,160.0,180.0,219.17688554189914,211.14469453376205,156.0,180.0,213.414981821259,211.14469453376205,145.71428571428572,120.0,210.9075901408159,210.35200828383017,150.0,150.0,208.6171199531646,208.20708037178787,145.71428571428572,120.0,213.10041708268704,211.14469453376205,140.0,120.0,190.71425991512916,198.70870273547018,120.0,120.0
8/22/21,230.0681818181818,230.0681818181818,120.0,120.0,237.34467586730818,237.34467586730818,150.0,150.0,232.7979180834465,230.0681818181818,160.0,180.0,223.81955416359997,223.70440251572327,156.0,180.0,214.756685082027,211.14469453376205,145.71428571428572,120.0,214.35537217805577,214.44915886108393,150.0,150.0,210.38664574609678,210.35200828383017,145.71428571428572,120.0,212.7935447883148,211.14469453376205,142.85714285714286,120.0,194.05243007829935,203.56093237114436,122.0,120.0
8/23/21,175.85858585858585,175.85858585858585,120.0,120.0,202.96338383838383,202.96338383838383,120.0,120.0,216.84931253106734,230.0681818181818,140.0,120.0,216.76233242856475,223.70440251572327,144.0,120.0,214.5444564837519,211.14469453376205,145.71428571428572,120.0,211.75852636139862,214.44915886108393,144.0,120.0,209.27672405458517,210.35200828383017,145.71428571428572,120.0,212.05516395618395,211.14469453376205,142.85714285714286,120.0,195.0944334453027,203.56093237114436,122.0,120.0
8/24/21,207.53287197231833,207.53287197231833,180.0,180.0,191.6957289154521,191.6957289154521,150.0,150.0,204.48654654969528,207.53287197231833,140.0,120.0,216.35704241624876,223.70440251572327,156.0,180.0,214.64131837841484,211.14469453376205,154.28571428571428,180.0,210.73645123978991,210.35200828383017,144.0,120.0,211.6251890228859,210.35200828383017,150.0,150.0,209.34851743202805,209.5593220338983,142.85714285714286,120.0,197.41219584437997,206.07482971340443,126.0,120.0
8/25/21,214.2596153846154,214.2596153846154,120.0,120.0,210.89624367846687,210.89624367846687,150.0,150.0,199.21702440517313,207.53287197231833,140.0,120.0,214.4680849900272,214.2596153846154,144.0,120.0,215.08630707139392,214.2596153846154,145.71428571428572,120.0,210.09478687897087,210.35200828383017,144.0,120.0,209.77108260299005,210.35200828383017,145.71428571428572,120.0,207.95814843410093,209.5593220338983,142.85714285714286,120.0,199.46436820905234,207.19385534099786,128.0,120.0
8/26/21,232.1153846153846,232.1153846153846,180.0,180.0,223.1875,223.1875,150.0,150.0,217.9692906574394,214.2596153846154,160.0,180.0,211.96692792981722,214.2596153846154,144.0,120.0,218.30860172589195,223.70440251572327,154.28571428571428,180.0,215.57190673585814,212.7021549591887,150.0,150.0,212.38001282939013,212.7021549591887,150.0,150.0,208.88463171727213,209.5593220338983,142.85714285714286,120.0,203.52286552568918,208.54609700310831,132.0,120.0
8/27/21,236.36697247706422,236.36697247706422,180.0,180.0,234.24117854622443,234.24117854622443,180.0,180.0,227.5806574923547,232.1153846153846,160.0,180.0,213.22668606159368,214.2596153846154,156.0,180.0,220.11754029179778,230.0681818181818,154.28571428571428,180.0,218.5231201125968,218.98200895016933,156.0,180.0,214.8471505759549,216.0066192865106,150.0,150.0,209.73569232824454,209.5593220338983,145.71428571428572,120.0,206.09237066886405,210.35200828383017,136.0,120.0
8/28/21,206.25,206.25,120.0,120.0,221.3084862385321,221.3084862385321,150.0,150.0,224.91078569748288,232.1153846153846,160.0,180.0,219.3049688898765,214.2596153846154,156.0,180.0,214.63594458945002,214.2596153846154,145.71428571428572,120.0,218.03365065922063,218.98200895016933,150.0,150.0,214.0254632053545,212.7021549591887,145.71428571428572,120.0,210.62339483192642,209.5593220338983,145.71428571428572,120.0,208.44495178980802,210.35200828383017,138.0,120.0
8/29/21,187.94006309148264,187.94006309148264,120.0,120.0,197.09503154574134,197.09503154574134,120.0,120.0,210.1856785228489,206.25,140.0,120.0,215.38640711370937,214.2596153846154,144.0,120.0,208.6176419142073,207.53287197231833,145.71428571428572,120.0,215.8717247649791,218.98200895016933,150.0,150.0,211.68716349811714,210.35200828383017,145.71428571428572,120.0,209.79697780213363,209.5593220338983,145.71428571428572,120.0,209.9147487646523,210.35200828383017,140.0,120.0
8/30/21,152.21862348178138,152.21862348178138,120.0,120.0,170.07934328663202,170.07934328663202,120.0,120.0,182.13622885775462,187.94006309148264,120.0,120.0,202.9782087331426,206.25,144.0,120.0,205.24050443180664,207.53287197231833,145.71428571428572,120.0,208.7231468615849,210.89624367846687,144.0,120.0,209.8924804577793,210.35200828383017,145.71428571428572,120.0,207.93131751365902,209.5593220338983,145.71428571428572,120.0,210.59063524786143,210.35200828383017,140.0,120.0
8/31/21,176.00589970501474,176.00589970501474,120.0,120.0,164.11226159339805,164.11226159339805,120.0,120.0,172.05486209275955,176.00589970501474,120.0,120.0,191.7563117510686,187.94006309148264,132.0,120.0,200.73665125076326,206.25,137.14285714285714,120.0,201.8616198404429,206.89143598615917,138.0,120.0,207.68898481458908,210.35200828383017,145.71428571428572,120.0,207.99567643217839,209.5593220338983,145.71428571428572,120.0,208.57374857136193,208.54609700310831,142.0,120.0
9/1/21,202.00802139037432,202.00802139037432,120.0,120.0,189.00696054769452,189.00696054769452,120.0,120.0,176.74418152572343,176.00589970501474,120.0,120.0,184.8845215337306,187.94006309148264,120.0,120.0,198.98642353730025,202.00802139037432,137.14285714285714,120.0,199.05560379766217,204.12901069518716,138.0,120.0,207.0363653043471,208.54609700310831,141.42857142857142,120.0,206.17619624776012,207.53287197231833,142.85714285714286,120.0,208.92852983992995,208.54609700310831,142.0,120.0
9/2/21,185.94594594594594,185.94594594594594,120.0,120.0,193.97698366816013,193.97698366816013,120.0,120.0,187.9866223471116,185.94594594594594,120.0,120.0,180.8237107229198,185.94594594594594,120.0,120.0,192.39078944166616,187.94006309148264,128.57142857142858,120.0,200.06433980639815,204.12901069518716,138.0,120.0,205.34969558377907,206.89143598615917,141.42857142857142,120.0,205.71693836681547,207.53287197231833,142.85714285714286,120.0,206.31431307214177,207.19385534099786,140.0,120.0
